,Inventor,Patent Count,Total Citations,Percentage of Total Patents,Average Citation Count,Degree Centrality,Betweenness Centrality,First Year,Last Year,2023 Classification,Duration (Years),Mean Patents/Year
4674,Lu Jian-Feng,1.0,10.0,0.03013863773357444,10.0,0.0008809602466688691,0.0,2017.0,2017.0,Transient,1.0,1.0
4675,Lu Jilin,1.0,1.0,0.03013863773357444,1.0,0.0007708402158352604,0.0,2019.0,2019.0,Transient,1.0,1.0
4676,Lu Jinjian,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
4677,Lu Jinying,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
4678,Lu Jun,1.0,0.0,0.03013863773357444,0.0,0.0013214403700033037,0.0,2022.0,2022.0,Transient,1.0,1.0
4679,Lu Kai,1.0,0.0,0.03013863773357444,0.0,0.0023125206475057814,0.0,2021.0,2021.0,Transient,1.0,1.0
4680,Lu Kung-Ming,1.0,8.0,0.03013863773357444,8.0,,,2017.0,2017.0,Transient,1.0,1.0
4681,Lu Li-Sheng,4.0,0.0,0.12055455093429776,0.0,0.0019821605550049554,0.0022071145145183377,2019.0,2022.0,Terminator,4.0,1.0
4682,Lu Lian,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4683,Lu Lu,3.0,0.0,0.09041591320072333,0.0,0.0017619204933377382,0.0015570024260345172,2020.0,2022.0,Terminator,3.0,1.0
4684,Lu Patrick Y,1.0,1.0,0.03013863773357444,1.0,0.00011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
4685,Lu Qi,1.0,3.0,0.03013863773357444,3.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
4686,Lu Rongzhen,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
4687,Lu Shanshan,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
4688,Lu Sharon,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2018.0,2018.0,Transient,1.0,1.0
4689,Lu Shun,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4690,Lu Sydney,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
4691,Lu Wei,1.0,2.0,0.03013863773357444,2.0,0.00011012003083360864,0.0,2017.0,2017.0,Transient,1.0,1.0
4692,Lu Weiqiang,3.0,1.0,0.09041591320072333,0.3333333333333333,0.0019821605550049554,0.0008290130221383305,2020.0,2022.0,Terminator,3.0,1.0
4693,Lu Xiangqian,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2021.0,2021.0,Transient,1.0,1.0
4694,Lu Xiangran,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
4695,Lu Xianping,5.0,1.0,0.1506931886678722,0.2,0.00242264067833939,0.0023725871368100028,2020.0,2023.0,Continuant,4.0,1.25
4696,Lu Xiaofan,3.0,2.0,0.09041591320072333,0.6666666666666666,0.002092280585838564,4.787576335276985e-07,2020.0,2023.0,Continuant,4.0,0.75
4697,Lu Xiaojun,1.0,0.0,0.03013863773357444,0.0,0.0022024006166721727,0.0,2022.0,2022.0,Transient,1.0,1.0
4698,Lu Xiaoling,6.0,41.0,0.18083182640144665,6.833333333333333,0.00033036009250082593,4.8511026798946535e-08,2016.0,2018.0,Terminator,3.0,2.0
4699,Lu Xiaoyan,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
4700,Lu Xinjun,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
4701,Lu Xu,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4702,Lu Yan,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
4703,Lu Yang,4.0,0.0,0.12055455093429776,0.0,0.001872040524171347,0.0006792271417254499,2019.0,2022.0,Terminator,4.0,1.0
4704,Lu Yen-Ta,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2020.0,2020.0,Transient,1.0,1.0
4705,Lu Yi,1.0,2.0,0.03013863773357444,2.0,0.0008809602466688691,0.0,2021.0,2021.0,Transient,1.0,1.0
4706,Lu Yingxi,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4707,Lu Yongchang,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2020.0,2020.0,Transient,1.0,1.0
4708,Lu You,3.0,8.0,0.09041591320072333,2.6666666666666665,0.00033036009250082593,1.2127756699736634e-08,2019.0,2023.0,Continuant,5.0,0.6
4709,Lu Yuefeng,2.0,10.0,0.06027727546714888,5.0,0.0009910802775024777,7.818222453190745e-05,2017.0,2020.0,Terminator,4.0,0.5
4710,Lu Zhen,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
4711,Lu Zhihao,4.0,4.0,0.12055455093429776,1.0,0.002092280585838564,0.0018921373600679066,2019.0,2022.0,Terminator,4.0,1.0
4712,Lu Zhiliang,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
4713,Luan Fang,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2022.0,2022.0,Transient,1.0,1.0
4714,Luan Jingyun,1.0,2.0,0.03013863773357444,2.0,0.0009910802775024777,0.0,2016.0,2016.0,Transient,1.0,1.0
4715,Luan Yan,1.0,51.0,0.03013863773357444,51.0,0.0009910802775024777,0.0,2014.0,2014.0,Transient,1.0,1.0
4716,Luan Yuxia,1.0,2.0,0.03013863773357444,2.0,0.00011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
4717,Lubenau Heinz,2.0,0.0,0.06027727546714888,0.0,,,2017.0,2021.0,Terminator,5.0,0.4
4718,Luca Rastelli,4.0,0.0,0.12055455093429776,0.0,0.0009910802775024777,1.4149049483026063e-06,2016.0,2022.0,Terminator,7.0,0.5714285714285714
4719,Ludwig Dale,2.0,0.0,0.06027727546714888,0.0,0.0005506001541680432,1.6978859379631287e-07,2021.0,2022.0,Terminator,2.0,1.0
4720,Ludwig Dale L,3.0,2.0,0.09041591320072333,0.6666666666666666,0.0005506001541680432,5.6596197932104284e-08,2021.0,2022.0,Terminator,2.0,1.5
4721,Ludwig Dale Lincoln,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2018.0,2018.0,Transient,1.0,1.0
4722,Ludwig David B,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
4723,Luheshi Nadia Mohamed,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4724,Luksza Marta,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
4725,Lumpkin Richard,1.0,0.0,0.03013863773357444,0.0,,,2022.0,2022.0,Transient,1.0,1.0
4726,Lunceford Jared,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
4727,Luo Baoming,1.0,1.0,0.03013863773357444,1.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
4728,Luo Bo,1.0,2.0,0.03013863773357444,2.0,0.0008809602466688691,0.0,2018.0,2018.0,Transient,1.0,1.0
4729,Luo Cheng,2.0,1.0,0.06027727546714888,0.5,0.0008809602466688691,3.99397811240726e-05,2021.0,2021.0,Transient,1.0,2.0
4730,Luo Fang,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2021.0,2021.0,Transient,1.0,1.0
4731,Luo Haishan,2.0,36.0,0.06027727546714888,18.0,0.001211320339169695,6.784375735001401e-06,2016.0,2016.0,Transient,1.0,2.0
4732,Luo Hongli,2.0,9.0,0.06027727546714888,4.5,0.0007708402158352604,0.0,2019.0,2019.0,Transient,1.0,2.0
4733,Luo Hui,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
4734,Luo Jianjun,1.0,22.0,0.03013863773357444,22.0,0.0006607201850016519,0.0,2017.0,2017.0,Transient,1.0,1.0
4735,Luo Junhang,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
4736,Luo Li-Qun,7.0,7.0,0.21097046413502107,1.0,0.00033036009250082593,0.0,2018.0,2020.0,Terminator,3.0,2.3333333333333335
4737,Luo Lian-Xiang,2.0,0.0,0.06027727546714888,0.0,0.0008809602466688691,0.0011429013214596768,2018.0,2021.0,Terminator,4.0,0.5
4738,Luo Liang,1.0,2.0,0.03013863773357444,2.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
4739,Luo Ling,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
4740,Luo Lumeng,3.0,3.0,0.09041591320072333,1.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,3.0
4741,Luo Lusong,3.0,16.0,0.09041591320072333,5.333333333333333,0.0015416804316705209,0.00018054810192357786,2017.0,2017.0,Transient,1.0,3.0
4742,Luo Peter Peizhi,4.0,0.0,0.12055455093429776,0.0,0.00044048012333443455,3.779008987637935e-05,2019.0,2022.0,Terminator,4.0,1.0
4743,Luo Ren,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4744,Luo Suxia,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
4745,Luo Wenbo,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4746,Luo Wenxin,1.0,1.0,0.03013863773357444,1.0,0.0006607201850016519,0.0,2019.0,2019.0,Transient,1.0,1.0
4747,Luo Xia,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2021.0,2021.0,Transient,1.0,1.0
4748,Luo Xianglin,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4749,Luo Yi,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2020.0,2020.0,Transient,1.0,1.0
4750,Luo Ying,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2021.0,2021.0,Transient,1.0,1.0
4751,Luo Zhigang,1.0,5.0,0.03013863773357444,5.0,0.00044048012333443455,0.0,2015.0,2015.0,Transient,1.0,1.0
4752,Lust David,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2019.0,2019.0,Transient,1.0,1.0
4753,Lute Ken,1.0,27.0,0.03013863773357444,27.0,0.00033036009250082593,0.0,2005.0,2005.0,Transient,1.0,1.0
4754,Luxenberg Deborah,1.0,299.0,0.03013863773357444,299.0,0.0009910802775024777,0.0,2003.0,2003.0,Transient,1.0,1.0
4755,Lv Cao,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
4756,Lv Peng,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4757,Ly Dalam,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2019.0,2019.0,Transient,1.0,1.0
4758,Lyerly Herbert K,3.0,8.0,0.09041591320072333,2.6666666666666665,0.00044048012333443455,0.0,2018.0,2021.0,Terminator,4.0,0.75
4759,Lykken Jacquelyn,1.0,7.0,0.03013863773357444,7.0,0.00022024006166721728,0.0,2017.0,2017.0,Transient,1.0,1.0
4760,Lyne Paul Dermot,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
4761,Lynn David,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2020.0,2020.0,Transient,1.0,1.0
4762,Lyski Ryan,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2020.0,2020.0,Transient,1.0,1.0
4763,Lyu Dan,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
4764,Lyu Guishuai,2.0,2.0,0.06027727546714888,1.0,0.0007708402158352604,0.0,2020.0,2020.0,Transient,1.0,2.0
4765,Lyu Haili,1.0,3.0,0.03013863773357444,3.0,0.0005506001541680432,0.0,2016.0,2016.0,Transient,1.0,1.0
4766,Lyu Hao,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4767,Lyu Hongwei,2.0,2.0,0.06027727546714888,1.0,0.0007708402158352604,0.0,2020.0,2020.0,Transient,1.0,2.0
4768,Lyu Jing,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
4769,Lyu Liemei,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
4770,Lyu Peng,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2019.0,2019.0,Transient,1.0,1.0
4771,Lyu Pengcheng,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2020.0,2020.0,Transient,1.0,1.0
4772,Lyu Xiaoxuan,1.0,1.0,0.03013863773357444,1.0,0.0006607201850016519,0.0,2020.0,2020.0,Transient,1.0,1.0
4773,Lyu Yongqin,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
4774,Lyu Zhengbing,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
4775,Läubli Heinz,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
4776,López-Hernández Francisco José,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2019.0,2019.0,Transient,1.0,1.0
4777,M ¨ 1 Ller Christian,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
4778,M ¨ 1 Ller-Kelnheim Jens,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2020.0,2020.0,Transient,1.0,1.0
4779,Ma Chen,2.0,3.0,0.06027727546714888,1.5,0.0006607201850016519,2.1425385639270475e-05,2018.0,2019.0,Terminator,2.0,1.0
4780,Ma Chi,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2018.0,2018.0,Transient,1.0,1.0
4781,Ma Chunhong,1.0,1.0,0.03013863773357444,1.0,0.0006607201850016519,0.0,2021.0,2021.0,Transient,1.0,1.0
4782,Ma Dangshe,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2017.0,2017.0,Transient,1.0,1.0
4783,Ma Ding,1.0,1.0,0.03013863773357444,1.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
4784,Ma Fei,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2020.0,2020.0,Transient,1.0,1.0
4785,Ma Guilei,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
4786,Ma Hongli,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
4787,Ma Hui,2.0,51.0,0.06027727546714888,25.5,0.0017619204933377382,0.00035781193199687424,2014.0,2021.0,Terminator,8.0,0.25
4788,Ma Jian,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2020.0,2020.0,Transient,1.0,1.0
4789,Ma Jichun,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
4790,Ma Juan,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2019.0,2019.0,Transient,1.0,1.0
4791,Ma Junjie,1.0,3.0,0.03013863773357444,3.0,0.0007708402158352604,0.0,2018.0,2018.0,Transient,1.0,1.0
4792,Ma Ke,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2017.0,2017.0,Transient,1.0,1.0
4793,Ma Kuiying,1.0,1.0,0.03013863773357444,1.0,0.0006607201850016519,0.0,2020.0,2020.0,Transient,1.0,1.0
4794,Ma Li,1.0,0.0,0.03013863773357444,0.0,,,2022.0,2022.0,Transient,1.0,1.0
4795,Ma Li-Qiang,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
4796,Ma Lisha,1.0,1.0,0.03013863773357444,1.0,0.0006607201850016519,0.0,2021.0,2021.0,Transient,1.0,1.0
4797,Ma Liya,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
4798,Ma Mark Zhiqing,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
4799,Ma Meng,2.0,10.0,0.06027727546714888,5.0,,,2016.0,2016.0,Transient,1.0,2.0
4800,Ma Qiufeng,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4801,Ma Shuaiya,1.0,1.0,0.03013863773357444,1.0,0.0006607201850016519,0.0,2021.0,2021.0,Transient,1.0,1.0
4802,Ma Shuli,3.0,52.0,0.09041591320072333,17.333333333333332,0.0022024006166721727,0.0007322262524063806,2014.0,2021.0,Terminator,8.0,0.375
4803,Ma Sicong,2.0,0.0,0.06027727546714888,0.0,0.0006607201850016519,1.2127756699736634e-08,2021.0,2022.0,Terminator,2.0,1.0
4804,Ma Sufang,1.0,1.0,0.03013863773357444,1.0,0.00044048012333443455,0.0,2020.0,2020.0,Transient,1.0,1.0
4805,Ma Teng,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4806,Ma Wencui,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
4807,Ma Wenyue,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4808,Ma Xiaobing,1.0,2.0,0.03013863773357444,2.0,0.0008809602466688691,0.0,2018.0,2018.0,Transient,1.0,1.0
4809,Ma Xiaofei,2.0,0.0,0.06027727546714888,0.0,0.0011012003083360864,2.1552756192103143e-05,2020.0,2020.0,Transient,1.0,2.0
4810,Ma Xiaolu,2.0,0.0,0.06027727546714888,0.0,0.0008809602466688691,0.0,2022.0,2022.0,Transient,1.0,2.0
4811,Ma Xiaowei,1.0,11.0,0.03013863773357444,11.0,0.0005506001541680432,0.0,2018.0,2018.0,Transient,1.0,1.0
4812,Ma Xiaoxiao,1.0,2.0,0.03013863773357444,2.0,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,1.0
4813,Ma Xidong,1.0,1.0,0.03013863773357444,1.0,0.0007708402158352604,0.0,2021.0,2021.0,Transient,1.0,1.0
4814,Ma Xingyuan,2.0,3.0,0.06027727546714888,1.5,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,2.0
4815,Ma Xinlu,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
4816,Ma Xinyue,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
4817,Ma Yidong,2.0,2.0,0.06027727546714888,1.0,0.00044048012333443455,2.4255513399473267e-08,2020.0,2021.0,Terminator,2.0,1.0
4818,Ma Yihua,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
4819,Ma Yijie,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
4820,Ma Yong,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4821,Ma Yue,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4822,Ma Yueyun,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
4823,Ma Yuting,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
4824,Ma Zhiming,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2019.0,2019.0,Transient,1.0,1.0
4825,Ma Zhuo,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
4826,Mabry Iii George Robert,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2020.0,2020.0,Transient,1.0,1.0
4827,Maccann Darragh,1.0,1.0,0.03013863773357444,1.0,0.0008809602466688691,0.0,2019.0,2019.0,Transient,1.0,1.0
4828,Macdonald Brian,1.0,0.0,0.03013863773357444,0.0,0.0023125206475057814,0.0,2021.0,2021.0,Transient,1.0,1.0
4829,Macdougall John,2.0,0.0,0.06027727546714888,0.0,0.0006607201850016519,1.8191635049604962e-07,2018.0,2019.0,Terminator,2.0,1.0
4830,Macgregor Heather,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4831,Machauer Rainer,2.0,3.0,0.06027727546714888,1.5,0.0023125206475057814,0.0,2020.0,2021.0,Terminator,2.0,1.0
4832,Macherla Venkata Rami Reddy,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2020.0,2020.0,Transient,1.0,1.0
4833,Machicao Tello Paulo A,4.0,0.0,0.12055455093429776,0.0,0.0026428807400066074,8.085171133157757e-09,2018.0,2022.0,Terminator,5.0,0.8
4834,Machlenkin Arthur,1.0,1.0,0.03013863773357444,1.0,0.001211320339169695,0.0,2018.0,2018.0,Transient,1.0,1.0
4835,Macisaac Kenzie,2.0,15.0,0.06027727546714888,7.5,0.002092280585838564,2.628829080084959e-05,2016.0,2018.0,Terminator,3.0,0.6666666666666666
4836,Madabhushi Anant,1.0,3.0,0.03013863773357444,3.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
4837,Madajewski Brian,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2019.0,2019.0,Transient,1.0,1.0
4838,Madakamutil Loui,1.0,8.0,0.03013863773357444,8.0,0.00044048012333443455,0.0,2017.0,2017.0,Transient,1.0,1.0
4839,Madan Jay,2.0,3.0,0.06027727546714888,1.5,0.00011012003083360864,0.0,2019.0,2021.0,Terminator,3.0,0.6666666666666666
4840,Maddalo Danilo,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4841,Madiyalakan Ragupathy,1.0,14.0,0.03013863773357444,14.0,0.00011012003083360864,0.0,2015.0,2015.0,Transient,1.0,1.0
4842,Maecker Heather,2.0,18.0,0.06027727546714888,9.0,0.0006607201850016519,0.0,2013.0,2014.0,Terminator,2.0,1.0
4843,Maeda Haruka,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
4844,Maeda Norikazu,2.0,0.0,0.06027727546714888,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,2.0
4845,Maeda Takeo,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
4846,Maeda Yosuke,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
4847,Maekawa Naoya,4.0,0.0,0.12055455093429776,0.0,0.0009910802775024777,0.0,2017.0,2023.0,Continuant,7.0,0.5714285714285714
4848,Maenaka Katsumi,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2019.0,2019.0,Transient,1.0,1.0
4849,Maganbhai Haribhai Dipica B,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2019.0,2019.0,Transient,1.0,1.0
4850,Magaraaci Filippo,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2020.0,2020.0,Transient,1.0,1.0
4851,Mager Lukas Franz,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2020.0,2020.0,Transient,1.0,1.0
4852,Maggioni Daniele,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2020.0,2020.0,Transient,1.0,1.0
4853,Magliocco Anthony,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
4854,Magnani John L,1.0,7.0,0.03013863773357444,7.0,0.00011012003083360864,0.0,2017.0,2017.0,Transient,1.0,1.0
4855,Mah Robert,2.0,3.0,0.06027727546714888,1.5,0.0023125206475057814,0.0,2020.0,2021.0,Terminator,2.0,1.0
4856,Mahadevan Krishnan,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
4857,Mahammad Saleemulla,2.0,0.0,0.06027727546714888,0.0,0.00033036009250082593,1.2127756699736634e-08,2023.0,2023.0,Newcomer,1.0,2.0
4858,Maher Caroline,1.0,18.0,0.03013863773357444,18.0,0.0011012003083360864,0.0,2016.0,2016.0,Transient,1.0,1.0
4859,Mahnke Lisa,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
4860,Maier Sabine,3.0,32.0,0.09041591320072333,10.666666666666666,0.0013214403700033037,9.114919420434666e-07,2018.0,2022.0,Terminator,5.0,0.6
4861,Main Jenny,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
4862,Majer Pavel,3.0,9.0,0.09041591320072333,3.0,0.0013214403700033037,9.217095091799842e-07,2018.0,2021.0,Terminator,4.0,0.75
4863,Majid Ghoddusi,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2016.0,2016.0,Transient,1.0,1.0
4864,Mak Tak W,2.0,1.0,0.06027727546714888,0.5,0.00033036009250082593,0.0,2017.0,2019.0,Terminator,3.0,0.6666666666666666
4865,Mak Tak Wah,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2018.0,2018.0,Transient,1.0,1.0
4866,Maki John,1.0,4.0,0.03013863773357444,4.0,0.00022024006166721728,0.0,2015.0,2015.0,Transient,1.0,1.0
4867,Makkouk Amani,1.0,1.0,0.03013863773357444,1.0,0.00033036009250082593,0.0,2016.0,2016.0,Transient,1.0,1.0
4868,Malathong Viengkham,1.0,3.0,0.03013863773357444,3.0,0.0005506001541680432,0.0,2019.0,2019.0,Transient,1.0,1.0
4869,Malefyt Rene De Waal,1.0,2.0,0.03013863773357444,2.0,0.00011012003083360864,0.0,2017.0,2017.0,Transient,1.0,1.0
4870,Malek Shiva,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2022.0,2022.0,Transient,1.0,1.0
